stats_one_day_volume,stats_one_day_change,stats_one_day_sales,stats_one_day_average_price,stats_seven_day_volume,stats_seven_day_change,stats_seven_day_sales,stats_seven_day_average_price,stats_thirty_day_volume,stats_thirty_day_change,stats_thirty_day_sales,stats_thirty_day_average_price,stats_total_volume,stats_total_sales,stats_total_supply,stats_count,stats_num_owners,stats_average_price,stats_market_cap,stats_floor_price,slug,created_date,name
0.06,1.0,4,0.015,0.19,0.266666667,12,0.015833333,0.76,0.688888889,34,0.022352941,1.48,52.0,11433,11433,50,0.028461538,181.0225,0.015,cultrue-art,2021-12-15T17:43:28.918013,CU&ART
3.608,-0.135186961,17,0.212235294,16.4772,-0.025927846,72,0.22885,348.9371588,-0.737832352,1108,0.314925234,1679.90672,3673.0,9478,9478,3322,0.457366382,2169.0403,0.065,headtripz,2022-01-20T02:29:44.719023,SUPERPLASTIC:  Headtripz
5.2709,0.319572401,18,0.292827778,37.1112,0.111672115,129,0.287683721,255.3755255,-0.861853383,730,0.349829487,4217.51186,15430.0,9670,9670,4035,0.273331942,2781.901581,0.25,uwucrew,2021-09-04T23:43:42.356883,uwucrew
9.667225938,-0.729817986,49,0.197290325,88.75959273,1.509738507,480,0.184915818,238.7862464,0.199071151,1498,0.159403369,437.9289296,2877.0,5555,5555,2048,0.152217216,1027.20737,0.155,junglebayapeclub,2022-01-06T05:15:03.839216,JungleBay Ape Club
334.1992,-0.245800723,28,11.93568571,3857.781649,-0.256707457,312,12.36468477,31698.23115,-0.66308789,2262,14.01336479,125782.8015,18993.0,10000,10000,5526,6.622587347,123646.8477,10.2,azuki,2022-01-12T04:18:22.531632,Azuki
0.0,0.0,0,0.0,0.033,-0.713043478,1,0.033,0.669,-0.334328358,23,0.029086957,3.216,104.0,2223,2223,80,0.030923077,73.359,0.02,holyghost,2021-12-06T15:25:22.741905,Holy-Ghosts
0.699,-0.221603563,6,0.1165,13.0817,3.876682199,59,0.221723729,37.53087942,0.167701766,211,0.177871466,2165.550517,7283.0,9549,9549,2598,0.297343199,2117.239886,0.08,cryptobeasts-official,2021-06-29T02:45:37.584500,CryptoBeasts
6.7813872,-0.775907761,27,0.251162489,51.2360729,2.253227995,235,0.218025842,183.2760726,-0.748717784,756,0.242428668,2229.614105,12463.0,10000,10000,4761,0.178898668,2180.258421,0.185,sadgirlsbar,2021-08-22T20:30:26.944214,Sad Girls Bar
1.609,0.877698681,8,0.201125,20.15629,-0.554631634,98,0.205676429,115.729859,-0.625656326,704,0.164389004,524.8828682,3600.0,6000,6000,3613,0.145800797,1234.058571,0.095,ben-mezrich-project-meme-stock,2022-01-03T01:26:51.513388,Ben Mezrich Project - Meme Stock Collection
4.234279,-0.449018865,81,0.052275049,223.30529,-0.098735493,2806,0.079581358,471.0741616,0.0,5445,0.086514998,471.0741616,5445.0,8787,8787,3556,0.086514998,699.281391,0.03,cryptotechwomennft,2022-02-24T19:05:54.082965,Crypto Tech Women Collection NFT
0.1065,-0.270047978,2,0.05325,1.4201,-0.351759712,20,0.071005,16.4245,-0.415960381,119,0.138021008,361.9568147,2339.0,5006,5006,2494,0.154748531,355.45103,0.0468,rareghostclub,2021-10-28T00:05:59.174995,Rare Ghost Club (RGC)
29.5757,0.679795646,95,0.311323158,634.9134351,-0.803957813,1318,0.481724913,7429.91429,0.0,13636,0.544874911,7429.91429,13636.0,9999,9999,5197,0.544874911,4816.767403,0.299,catbloxgenesis,2022-02-15T19:15:33.655423,CatBlox Genesis Collection
0.0,-1.0,0,0.0,0.105,-0.533333333,8,0.013125,0.9267,-0.544677339,36,0.025741667,4.94606001,219.0,2951,2951,526,0.022584749,38.731875,0.0079,robotars,2021-11-07T07:25:19.138464,Robotars
10.0859,-0.152424011,37,0.272591892,38.7357,0.043176268,181,0.214009392,102.428961,1.126996991,566,0.180969896,3056.632589,9732.0,9696,9696,3233,0.31408062,2075.035067,0.2,goonsofbalatroon,2021-08-09T07:12:57.721748,Goons of Balatroon
0.7455,0.943937419,10,0.07455,3.9739,-0.555992597,47,0.084551064,35.02269733,-0.501376564,312,0.112252235,7666.618957,22591.0,10000,10000,4909,0.339366073,845.5106383,0.069,wicked-ape-bone-club,2021-08-14T01:22:31.901983,Wicked Ape Bone Club
0.8183,-0.70186177,16,0.05114375,45.729379,-0.959256218,618,0.073995759,1168.213982,0.0,8628,0.135398004,1168.213982,8628.0,7694,7694,3184,0.135398004,569.323369,0.034,infinite-realm-official,2021-12-16T17:59:02.889863,Infinite Realm Official
9.9505,-0.285627109,9,1.105611111,109.22873,-0.639748898,92,1.187268804,979.5664741,-0.437181823,619,1.582498343,28425.78584,18504.0,10000,10000,5643,1.536196814,11872.68804,1.04,the-doge-pound,2021-07-12T20:21:03.766305,The Doge Pound
31.9696,-0.588047157,23,1.389982609,423.390659,-0.594375708,259,1.634712969,5931.576347,-0.195727103,2896,2.048196253,19073.62203,23474.0,10000,10000,5669,0.812542474,16347.12969,1.3,coolmans-universe,2021-12-17T23:15:45.785451,Coolman's Universe
41.413,-0.033211935,49,0.845163265,217.1576635,-0.515552171,345,0.629442503,2370.951116,-0.499524751,1950,1.215872367,9033.758527,12816.0,5000,5000,2765,0.704881283,3147.212515,0.745,slimhoods,2021-10-15T19:16:32.231037,SlimHoods
22.950689,-0.393241617,97,0.236605041,640.0457382,0.0,2440,0.262313827,640.0457382,0.0,2440,0.262313827,640.0457382,2440.0,5000,5000,2336,0.262313827,1311.569136,0.22,brian-nfts-collection-by-braindom,2022-03-02T21:10:15.963879,Brian NFTS Collection By Braindom
0.5719,3.236296296,11,0.051990909,3.3281,-0.295297182,51,0.065256863,20.10809,-0.597861607,257,0.078241595,1439.719452,10392.0,10000,10000,3951,0.138541133,652.5686275,0.038,secretsocietyofwhales,2021-08-11T07:55:15.788808,Secret Society of Whales
8.084,-0.67900012,14,0.577428571,215.0507333,0.940896824,289,0.744120184,1482.853618,0.141699495,1799,0.824265491,4010.944786,15413.0,10000,10000,4173,0.260231284,7441.201844,0.57,the-flower-girls,2021-12-03T02:35:50.250255,The Flower Girls
3.9424,-0.511879187,44,0.0896,112.392771,-0.073181711,608,0.184856531,233.6600921,0.0,1334,0.17515749,233.6600921,1334.0,6526,6526,2558,0.17515749,1206.373723,0.077,superlativemutatedapes,2022-02-15T23:06:03.877408,Superlative Mutated Apes
0.0,-1.0,0,0.0,0.02,0.0,1,0.02,0.06,-0.853300733,3,0.02,2.07,92.0,2483,2483,74,0.0225,49.66,0.019,i-snail,2021-10-04T16:48:33.821699,I-snail
0.4909,-0.587825356,9,0.054544444,9.140229899,-0.57926937,114,0.080177455,69.50718888,-0.950859966,781,0.088997681,1490.030312,9076.0,7777,7777,3551,0.164172577,623.5400695,0.046,gunslingersnft,2021-12-10T03:26:08.538118,Gunslingers Collection
0.626,10.38181818,15,0.041733333,2.72748,-0.048624288,71,0.038415211,14.33989,10.91426482,462,0.031038723,347.5010906,4376.0,10000,10000,3599,0.07941067,384.1521127,0.028,infinity-frogs-nft,2021-10-06T11:10:35.774096,Infinity Frogs NFT
2.87639,0.666506373,55,0.052298,54.83649,-0.113243355,366,0.149826475,441.6317759,0.0,1835,0.240671268,441.6317759,1835.0,5573,5573,1294,0.240671268,834.9829475,0.05,torixgenesis,2022-02-17T08:50:05.361512,TORIX GENESIS
11.0617,-0.330997628,152,0.072774342,198.429311,-0.723628235,2634,0.075333831,916.408991,0.0,10305,0.088928577,916.408991,10305.0,10000,10000,4375,0.088928577,753.3383107,0.05,turtletown,2022-02-25T13:33:21.421758,TURTLE TOWN NFT
0.13,-0.097222222,1,0.13,0.885,-0.223002634,6,0.1475,14.6225,-0.923895448,44,0.332329545,211.7874083,517.0,621,621,368,0.409646825,91.5975,0.129,starchant,2021-10-11T01:23:51.177257,StarChant
0.0246,-0.587939698,6,0.0041,0.1911,-0.781923775,19,0.010057895,3.6977081,-0.956044673,120,0.030814234,496.2130158,2251.0,3902,3902,2201,0.220441144,39.24590526,0.003,crazy-babies-official,2021-11-25T21:46:11.269970,Crazy Babies Official
0.0,-1.0,0,0.0,0.08,0.333333333,4,0.02,0.155,-0.308035714,9,0.017222222,2.359,127.0,9567,9567,67,0.018574803,191.34,0.015,abidingaxolotl,2021-11-24T16:23:05.398794,Abiding Axolotl
23.4842,0.588969122,110,0.213492727,582.5055652,-0.640218362,2252,0.258661441,2201.558635,0.0,8577,0.256681664,2201.558635,8577.0,8888,8888,4933,0.256681664,2298.982888,0.125,bunny-buddies,2022-02-21T11:55:11.272178,Bunny Buddies
1.769972543,0.740386153,21,0.084284407,12.61816243,0.006827993,142,0.088860299,63.03003465,-0.983013525,652,0.096671832,3776.403976,12386.0,8000,8000,4098,0.304892942,710.8823906,0.06,monftersclub,2021-12-16T16:47:44.113487,Monfters Club
1.309,-0.404458599,7,0.187,12.14499996,-0.27745321,62,0.195887096,84.61856177,-0.751537011,413,0.204887559,425.1866358,1674.0,3000,3000,773,0.253994406,587.6612884,0.175,saltypiratecrew,2022-01-23T05:30:51.660969,Salty Pirate Crew
19.22855,-0.545763775,206,0.093342476,845.478845,0.0,7055,0.119841084,845.478845,0.0,7055,0.119841084,845.478845,7055.0,7777,7777,4962,0.119841084,932.0041074,0.05,cartoonsnft,2022-03-01T04:16:52.834092,CartoonsNFT
0.085,0.0,7,0.012142857,1.5809,-0.863724237,75,0.021078667,112.8438611,0.0,1624,0.069485136,112.8438611,1624.0,2464,2464,1007,0.069485136,51.93783467,0.0139,the-kokoro-academy,2022-02-15T05:48:12.073474,The Kokoro Academy
83.4808099,-0.414971326,309,0.270164433,1980.219178,0.0,10533,0.188001441,1980.219178,0.0,10533,0.188001441,1980.219178,10533.0,4997,4997,2765,0.188001441,939.4432007,0.29,thewalkingdeadofficial,2022-02-19T23:43:02.706315,The Walking Dead Official
5.17377,-0.115579754,10,0.517377,42.62257,-0.745708206,73,0.583870822,469.7860483,-0.505553673,884,0.531432181,1872.011918,4930.0,4250,4250,1655,0.379718442,2481.450993,0.4,voxel-ville-official,2021-09-29T19:09:50.863791,Voxel Ville Official
0.068,0.236363636,5,0.0136,0.96939,-0.374122696,54,0.017951667,6.8899199,-0.985595042,318,0.021666415,485.191905,5016.0,6666,6666,2546,0.096728849,119.66581,0.01,onisquad,2021-10-28T01:09:50.776587,Oni Squad
103.9996,0.72320856,65,1.599993846,632.0700435,-0.196837768,280,2.257393012,17670.09182,-0.456005096,3336,5.296790113,50152.1825,7743.0,8192,8192,5750,6.477099638,18492.56356,1.5,hapeprime,2022-01-19T14:38:04.983132,HAPE PRIME
3.69,-0.07518797,3,1.23,9.57,-0.61015154,7,1.367142857,71.0077,-0.478457102,45,1.577948889,270.455999,165.0,896,896,572,1.639127267,1224.96,1.279,megatoads,2021-11-30T06:37:15.004346,MegaToads
0.1039,-0.119491525,5,0.02078,0.7759,-0.512861242,30,0.025863333,38.1584328,-0.889694881,452,0.084421312,384.0937195,1965.0,3797,3797,2244,0.195467542,98.20307667,0.0189,mgdc,2022-01-25T10:38:43.926195,MGDC
86.5617845,-0.373052258,27,3.205992019,1732.795954,-0.745289285,575,3.013558181,20043.31162,8.243032864,6867,2.918787188,24895.94055,20924.0,10020,10020,5046,1.189827019,30195.85297,2.328,mfers,2021-11-30T04:55:51.097880,mfers
16.632999,0.083992099,46,0.361586935,89.58380585,-0.372578719,226,0.396388521,614.1683228,-0.691524619,1298,0.473165118,6816.140393,18333.0,9599,9599,4727,0.371796236,3804.933418,0.37,swampverseofficial,2021-11-27T04:31:14.080119,Swampverse
1.7995,-0.475179138,30,0.059983333,52.49778141,1.434278945,622,0.084401578,108.9965593,0.111663776,1578,0.069072598,207.0446936,2909.0,9575,9575,5290,0.071173838,808.1451077,0.049,mip-network,2022-01-25T17:30:57.407633,Project MIP Network
11.318,-0.32826874,6,1.886333333,257.54916,0.151545336,132,1.95113,800.5765349,-0.357199907,596,1.34324922,5675.566292,14868.0,10000,10000,3341,0.381730313,19511.3,1.48,byopill,2021-07-16T12:06:51.781899,BYOPill
2.610445345,-0.022414955,64,0.040788209,31.72570679,-0.854961341,516,0.061483928,250.4653652,0.0,2580,0.097079599,250.4653652,2580.0,4443,4443,2367,0.097079599,273.1730916,0.029,atomverse-genesis,2022-02-22T13:23:31.728302,Atomverse Genesis
6.1419,2.460420305,43,0.142834884,64.01297989,-0.038390485,369,0.17347691,2135.666511,0.0,8104,0.263532393,2135.666511,8104.0,8888,8888,5055,0.263532393,1541.862778,0.11,thetronwars,2022-02-03T09:23:35.655471,- TronWars -
0.575,-0.66012531,8,0.071875,7.9685,-0.160182324,94,0.084771277,96.79428889,-0.734414882,731,0.132413528,733.5769369,4397.0,3333,3333,1000,0.166835783,282.5426649,0.075,space-yetis-official,2021-12-24T13:30:52.563572,Space Yetis Official
3.77869,-0.095292935,15,0.251912667,31.76608,-0.324769007,138,0.230188986,1005.216364,4.63368174,2908,0.345672752,1183.646103,3643.0,4000,4000,2516,0.324909718,920.755942,0.14,llc-lucky-lion-club-official,2022-02-04T14:30:08.531080,Lucky Lion Club Official (LLC)
2.9213,0.56907294,34,0.085920588,22.29513899,-0.10163892,278,0.080198342,169.7643695,-0.781840122,1926,0.088143494,947.929315,8135.0,9999,9999,4196,0.116524808,801.9032186,0.069,crookz,2022-01-22T00:29:47.528412,Crookz by NIXON
6.3777,0.042891716,22,0.289895455,80.49466321,-0.390221428,287,0.28046921,673.8933301,-0.797479585,1616,0.417013199,6455.952177,19044.0,9999,9999,5366,0.3390019,2804.411629,0.245,little-lemon-friends,2021-12-09T06:06:01.981578,Little Lemon Friends
3.6535,1.03889726,25,0.14614,19.9878,-0.615217799,145,0.137846897,550.6102431,0.0,1863,0.295550318,550.6102431,1863.0,6433,6433,3777,0.295550318,886.7690855,0.097,crypto-bears-by-cbs,2022-02-11T13:12:55.559415,Crypto Bears - By CBS
1.247,-0.843230315,8,0.155875,41.362334,-0.860004928,231,0.179057723,1165.757376,0.0,7711,0.151181089,1165.757376,7711.0,5000,5000,1970,0.151181089,895.2886147,0.1,dumpsterdorks,2022-02-07T00:37:44.399874,DumpsterDorks
0.0,-1.0,0,0.0,0.538,-0.518352731,8,0.06725,6.397,-0.30162993,75,0.085293333,1323.31212,5836.0,5555,5555,1929,0.226749849,373.57375,0.044,fastfoodfrenscollection,2021-08-28T00:22:13.642847,Fast Food Frens Collection
1.9828,-0.542960724,13,0.152523077,20.359858,-0.347178881,151,0.134833497,105.2020584,-0.840680717,713,0.147548469,2669.699361,13850.0,10000,10000,3767,0.192758077,1348.334967,0.105,animo-official,2021-12-22T12:41:28.393081,A.N.I.M.O
3.4907,0.004546893,17,0.205335294,38.14355,-0.618189457,182,0.209579945,1765.056632,-0.421431551,3400,0.519134303,4815.787509,6019.0,9700,9700,5610,0.800097609,2032.925467,0.115,prime-kong-planet-by-pap,2022-01-31T15:33:25.968162,Prime Kong Planet by PAP
0.105,-0.3,1,0.105,4.4746,-0.970077643,39,0.114733333,154.0149589,0.0,811,0.189907471,154.0149589,811.0,333,333,231,0.189907471,38.2062,0.1,lizzie-bennett,2022-01-05T17:20:56.060477,LIZZIE BENNETT
0.055,-0.495412844,3,0.018333333,0.7576,3.07311828,37,0.020475676,1.4337,0.71433696,84,0.017067857,238.9592375,2776.0,3333,3333,1098,0.086080417,68.24542703,0.018,spectral-skellies,2021-10-20T22:00:55.301921,Spectral Skellies
177.7309981,1.423239195,1318,0.134849012,643.5857811,0.0,4939,0.1303069,643.5857811,0.0,4939,0.1303069,643.5857811,4939.0,5678,5678,3450,0.1303069,739.8825805,0.089,wabi-sabi-official,2022-03-03T03:57:07.183819,Wabi Sabi Collective Genesis
1.294,1.282186949,11,0.117636364,6.629188904,-0.561906087,60,0.110486482,33.6413989,-0.793718466,313,0.107480508,625.7743299,3291.0,8785,8785,6676,0.190147168,970.623742,0.085,thecryptomoms,2021-10-20T18:59:30.128874,The CryptoMoms
3.73,-0.485517241,3,1.243333333,142.5444134,-0.029426637,66,2.159763839,703.5478455,-0.759483475,303,2.321940084,24155.90349,17783.0,8888,8888,3416,1.35837055,19195.981,1.09,collectvox,2021-07-30T21:52:12.603912,VOX Collectibles
609.021,-0.142608924,34,17.91238235,5101.9919,-0.041230373,248,20.57254798,26331.35423,-0.535418017,1400,18.80811017,137429.133,12903.0,18987,18987,8460,10.6509442,390610.9686,11.7,clonex,2021-12-12T18:32:58.410707,CLONE X - X TAKASHI MURAKAMI
9.687574812,-0.076978247,47,0.206118613,42.87117481,-0.275689676,215,0.199400813,190.7074828,0.0,1050,0.181626174,190.7074828,1050.0,10000,10000,3022,0.181626174,1994.008131,0.18,tcg-world-dragons,2022-02-04T18:36:53.106725,TCG Dragon Cave Club
0.467169,-0.332615714,7,0.066738429,4.965769,-0.927735554,72,0.068969014,83.55961287,8.662452643,1002,0.083392827,587.7267948,5703.0,7777,7777,3007,0.103055724,536.372021,0.059,tie-dye-ninjas,2021-09-02T16:24:41.860547,Tie Dye Ninjas
1.4533,6.648947368,50,0.029066,2.3135,0.029137011,88,0.026289773,10.1032225,-0.91708107,380,0.026587428,1438.376443,13362.0,10000,10000,4016,0.107646793,262.8977273,0.025,bladerunner-punks,2021-12-11T18:24:37.566905,BladeRunner Punks
6.45,-0.475076254,15,0.43,67.47650658,-0.101712617,170,0.396920627,362.8966973,0.397519841,943,0.384832129,4071.933536,12853.0,10000,10000,4428,0.316808024,3969.206269,0.3,cryptocannabisclub,2021-07-30T20:22:07.249710,Crypto Cannabis Club
1.127156789,-0.125489341,9,0.125239643,9.900856789,-0.598453132,68,0.145600835,349.5676018,2.35865548,2003,0.174522018,1947.929634,14859.0,10000,10000,3246,0.131094262,1456.008351,0.1,chibidinos,2021-08-20T17:40:26.243798,CHIBI DINOS
9.178801,6.8585625,104,0.088257702,37.00119,-0.9721181,396,0.093437348,2644.864874,44.83330589,16803,0.157404325,2702.641051,18145.0,9993,9993,3394,0.148946875,933.7194234,0.089,dooggies,2021-04-06T09:25:37.150683,Dooggies
0.09101,-0.822724495,2,0.045505,3.22489527,1.674202166,45,0.071664339,11.23278415,-0.775104865,147,0.076413498,1128.875656,3794.0,18,18,5881,0.297542345,1.289958108,0.05,cool-cats-collabs,2021-07-22T13:47:05.208427,Cool Cats Collabs
0.9424,-0.356050747,13,0.072492308,8.233608728,-0.494383315,113,0.072863794,86.60517873,-0.941408805,980,0.088372631,1564.731338,7471.0,8888,8888,4677,0.209440682,647.6134016,0.051,the-royal-cubs,2022-01-20T15:22:35.651065,The Royal Cubs
5.6608,0.367673351,68,0.083247059,26.36495,-0.027669054,322,0.081878727,174.6093793,0.92089143,1685,0.103625744,265.5095607,2259.0,10000,10000,5400,0.117534113,818.7872671,0.069,ppa-surrealestates,2022-01-30T04:05:06.239647,Planetary Property Association: Surrealestates
16.825001,-0.304464613,28,0.600892893,109.2597843,-0.114058287,123,0.888290929,688.8068726,-0.096180974,661,1.042067886,11797.5048,8492.0,9998,9998,3633,1.38924927,8881.132708,0.738,theshiboshis,2021-10-14T21:36:44.774124,THE SHIBOSHIS
0.0,-1.0,0,0.0,0.2899,-0.955973697,2,0.14495,16.408789,-0.534024572,118,0.139057534,625.9487706,3249.0,3010,3010,846,0.192658901,436.2995,0.099,stripperville-nfts,2021-08-06T11:48:43.389508,StripperVille NFTs
1.565646836,1.151204776,20,0.078282342,10.83669413,0.032725183,138,0.078526769,45.42764522,-0.781175081,631,0.071993099,260.0229713,2644.0,8888,8888,4770,0.098344543,697.9459236,0.04,reactormotors,2022-01-04T16:46:40.884895,Reactor Motors
0.8258,-0.005060241,14,0.058985714,8.1162,-0.194890207,153,0.053047059,63.85414111,-0.878130045,1022,0.06247959,898.1529996,13433.0,19033,19033,6478,0.066861684,1009.644671,0.0399,lilpudgys,2021-12-19T17:19:18.712729,Lil Pudgys
0.5896,0.059669303,14,0.042114286,4.42839,-0.493069817,115,0.038507739,30.0122076,-0.74089894,781,0.038427923,145.84426,2504.0,7777,7777,2840,0.058244513,299.4746872,0.0139,doodories-official,2022-01-23T11:02:51.447768,Doodories Official
8.556266888,-0.540254797,67,0.127705476,346.3917182,-0.708594709,2201,0.157379245,1535.085708,0.0,7308,0.210055516,1535.085708,7308.0,9999,9999,4972,0.210055516,1573.635071,0.083,weathereportofficial,2022-02-25T17:22:09.208309,Weather Report Intl.
5.078,0.095104593,20,0.2539,44.9583,0.031857456,210,0.214087143,231.842112,-0.913124139,1059,0.218925507,2900.501853,9394.0,7000,7000,3475,0.308761108,1498.61,0.17,laid-back-llamas-collection,2022-01-10T02:27:09.353771,Laid Back Llamas Collection
2.7359,1.221599675,33,0.082906061,14.58426,2.732949397,169,0.086297396,29.00284999,0.681179522,370,0.078386081,271.735714,3319.0,8888,8888,2027,0.081872767,767.0112596,0.0795,cyber-hornets-colony-club,2021-10-07T00:28:53.851577,Cyber Hornets Colony Club
0.0,-1.0,0,0.0,2.302,0.0,14,0.164428571,3.151,1.838994504,21,0.150047619,235.5679311,1984.0,1005,1005,340,0.118733836,165.2507143,0.1,pulsar79,2021-07-13T16:09:08.688295,Pulsar79
1.11,-0.732272063,3,0.37,15.2949999,-0.442967242,36,0.424861108,132.2877067,-0.655021561,245,0.539949823,1128.427714,2168.0,3550,3550,1797,0.520492488,1508.256935,0.4,anonymicebreeding,2021-10-15T23:36:18.543877,AnonymiceBreeding
6.286299,4.212956475,46,0.136658674,12.064098,0.143257946,103,0.117127165,65.11810494,-0.689381854,400,0.162795262,1951.157863,11950.0,10000,10000,3621,0.163276809,1171.27165,0.099,bubblegumkids,2021-09-29T16:12:09.968247,Bubblegum Kids
0.2239,-0.524931042,9,0.024877778,1.9905,-0.816543441,91,0.021873626,691.0276276,0.0,7215,0.095776525,691.0276276,7215.0,8192,8192,4025,0.095776525,179.1887473,0.015,exohape,2022-02-06T17:48:33.235277,HAPE : EXODUS
8.11478,0.671806176,62,0.130883548,340.5879553,6.984558155,1901,0.179162523,480.4769703,-0.607627111,3322,0.14463485,1706.879184,11282.0,9637,9637,4758,0.151292252,1726.589229,0.135,cryptorayrays-collection,2021-08-29T11:45:26.054341,CryptoRayRays
0.9885,0.123423116,18,0.054916667,7.7474,-0.954925654,127,0.06100315,195.7559134,-0.857197145,1492,0.131203695,1566.568238,7589.0,5555,5555,2663,0.206426174,338.8724961,0.0399,neckville,2022-01-08T16:03:53.810296,NeckVille
8.806,-0.528939767,14,0.629,80.99982642,-0.095501579,112,0.723212736,463.0417437,-0.782670774,594,0.779531555,5511.842104,11398.0,6969,6969,4026,0.48357976,5040.069556,0.499,cryptoongoonz,2021-10-17T18:55:16.059357,Cryptoon Goonz
52.65063,3.667733184,102,0.516182647,306.23841,-0.628422356,562,0.544908203,8289.574685,0.0,9518,0.870936613,8289.574685,9518.0,8680,8680,3530,0.870936613,4729.803201,0.495,edenhorde-official,2022-02-09T17:08:22.826296,Edenhorde
22.9459,2.880757367,63,0.364220635,56.6511376,1.309416343,188,0.301335838,147.443129,-0.069854201,513,0.287413507,305.9592769,1268.0,3974,3974,1275,0.241292805,1197.508621,0.33,coalition-crew-2-0,2022-01-26T04:12:24.099113,Coalition Crew 2.0
0.2549,-0.274409337,8,0.0318625,6.74254,-0.370853889,148,0.045557703,751.7700608,0.0,5109,0.147146224,751.7700608,5109.0,12555,12555,5520,0.147146224,571.9769574,0.032,bud-light-n3xt,2022-02-04T20:27:52.595172,Bud Light N3XT Collection
46.0367,0.198634776,112,0.411041964,1336.078373,-0.429244983,1419,0.941563335,12931.0582,0.0,10581,1.22210171,12931.0582,10581.0,10005,10005,5425,1.22210171,9420.341172,0.315,pixelmongen1,2022-02-06T20:31:24.556188,Pixelmon - Generation 1
36.58043,-0.189337503,70,0.522577571,750.2412573,-0.861144378,897,0.836389362,6153.272459,0.0,7731,0.795921932,6153.272459,7731.0,10000,10000,6905,0.795921932,8363.893615,0.35,snoop-dogg-doggies,2022-02-18T20:30:41.677780,The Doggies (Snoop Dogg)
2.5489,0.538261919,22,0.115859091,18.48254,-0.401591173,177,0.10442113,351.7623708,-0.796696006,2036,0.172771302,2081.990901,10620.0,8888,8888,4037,0.196044341,928.0950029,0.07,sacred-skulls-official,2022-01-25T12:44:50.270007,Sacred Skulls (Official)
9.885288,0.341123608,65,0.152081354,22.968178,1.761876349,169,0.135906379,56.018453,-0.685683486,423,0.132431331,12965.12528,19292.0,10000,10000,5068,0.672046718,1359.063787,0.125,koala-intelligence-agency,2021-08-21T23:02:12.184307,Koala Intelligence Agency
2.167,0.289267016,22,0.0985,15.59037,-0.647256836,142,0.109791338,148.91083,-0.716653666,1061,0.14034951,674.4543513,3191.0,3223,3223,1854,0.211361439,353.8574825,0.104,yakuza-inc-official,2022-02-01T15:53:31.006293,Yakuza Inc. Official
6.004244444,-0.142287553,19,0.316012865,54.14205774,0.020800939,195,0.277651578,241.3479476,-0.662296254,799,0.302062513,3288.654336,13391.0,9999,9999,5190,0.245586912,2776.23813,0.229,bricktopians-by-law-degree,2021-11-18T08:09:50.050396,Bricktopians by Law Degree
7.08,-0.68143982,10,0.708,160.989789,0.537253442,178,0.904437017,623.3690746,0.0,708,0.880464795,623.3690746,708.0,1000,1000,813,0.880464795,904.4370168,0.6,thecryptoids,2022-02-16T03:23:14.918702,The Cryptoids
0.1264,0.089655172,4,0.0316,1.0582,-0.636007155,29,0.036489655,8.3018,-0.472408666,222,0.037395495,251.9773036,4056.0,10419,10419,3597,0.062124582,380.1857172,0.023,cryptorastas-collection,2021-08-29T20:17:31.880439,Cryptorastas Collection
0.0145,0.0145,3,0.004833333,0.0215,-0.461152882,11,0.001954545,0.2456,-0.732140325,57,0.004308772,64.6910959,3833.0,6200,6200,1696,0.016877406,12.11818182,0.003,longimals-official,2021-12-28T04:22:08.494774,Longimals
2.19408,-0.088278818,42,0.05224,26.4827041,-0.912149233,400,0.06620676,791.7336701,0.0,4366,0.18134074,791.7336701,4366.0,7784,7784,4818,0.18134074,515.3534218,0.04,roborovski-nft,2022-02-18T16:54:34.087421,Roborovski NFT Collection by SYA Concept
60.44819,1.613196063,111,0.544578288,202.0492658,-0.467211138,456,0.443090495,2757.182989,-0.411562972,2567,1.074087647,8967.665537,11080.0,5000,5000,2706,0.809356095,2215.452476,0.6299,moodrollers-by-lucas-zanotto,2021-12-08T20:00:17.464333,MoodRollers by Lucas Zanotto
1.9638,0.109491525,3,0.6546,22.9518,0.358673518,34,0.675052941,251.8718989,-0.315198609,348,0.723769824,1608.424766,5090.0,3332,3332,1616,0.315997007,2249.2764,0.55,long-neckie-ladies,2021-07-26T07:37:38.155753,Long Neckie Ladies
2.088,0.270073,6,0.348,13.79753815,-0.318277141,74,0.186453218,145.0962678,-0.528456686,616,0.235545889,1154.814682,4167.0,9573,9573,3539,0.277133353,1784.916659,0.11,nonfungiblefungi,2021-11-21T15:32:45.306798,Non-Fungible Fungi Collection
0.917,-0.013978495,8,0.114625,14.28245,-0.204486829,116,0.123124569,89.70905689,-0.706416052,646,0.138868509,1630.019076,12802.0,10000,10000,4279,0.127325346,1231.24569,0.09,superyeti,2021-06-08T13:14:15.170638,Super Yeti
0.0,0.0,0,0.0,0.25,1.5,1,0.25,1.168,-0.321600743,14,0.083428571,33.554129,270.0,1440,1440,681,0.124274552,360.0,0.04,wsb-diamond-hands-pass,2021-10-21T21:26:08.392623,WallStreetBets Diamond Hands Pass
0.934,-0.048879837,14,0.066714286,5.575615065,-0.421904543,80,0.069695188,61.21354506,-0.932324131,605,0.101179413,1084.491792,7442.0,10000,10000,3273,0.145725852,696.9518831,0.058,spikyspacefish-united,2021-12-29T21:20:13.845661,Spiky Space Fish United
